Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,source_dataset,source_record_id,reaction_id,reaction_group_id,record_class,is_control,ligand_raw,ligand,ligand_is_blank,base_raw,base,base_is_blank,solvent_1_raw,solvent_1,solvent_normalization_note,aqueous_cosolvent,organic_to_water_volume_ratio,catalyst,catalyst_equiv,ligand_equiv_reported,base_equiv_reported,reactant_1_equiv,reactant_1_mmol,reactant_2_equiv,temperature_c,residence_time_min,pressure_bar,flow_rate_ml_min,injection_volume_per_component_ul,reaction_segment_interval_s,reaction_environment,yield_percent,yield_observed,zero_yield,yield_type,measurement_method,product_mass_ion_count,substrate_smiles,product_smiles
3462,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,MeCN,17.3705755341663,2265968.75,perera_suzuki_miyaura_2018,3462,PERERA_SM_3462,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.3705755341663,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2265968.75,not_reported,not_reported
3463,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,MeCN,15.1558847402676,2111061.25,perera_suzuki_miyaura_2018,3463,PERERA_SM_3463,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.1558847402676,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2111061.25,not_reported,not_reported
3464,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,MeCN,14.4800539327886,2218307.5,perera_suzuki_miyaura_2018,3464,PERERA_SM_3464,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.4800539327886,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2218307.5,not_reported,not_reported
3465,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,MeCN,19.5034311457582,3553830.75,perera_suzuki_miyaura_2018,3465,PERERA_SM_3465,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.5034311457582,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3553830.75,not_reported,not_reported
3466,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,MeCN,16.1165137377012,2305054.5,perera_suzuki_miyaura_2018,3466,PERERA_SM_3466,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.1165137377012,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2305054.5,not_reported,not_reported
3467,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,MeCN,18.1618975604197,2055722,perera_suzuki_miyaura_2018,3467,PERERA_SM_3467,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.1618975604197,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2055722.0,not_reported,not_reported
3468,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,MeCN,14.5720403177964,1539363.5,perera_suzuki_miyaura_2018,3468,PERERA_SM_3468,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,None,NULL_COMPONENT,True,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.5720403177964,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1539363.5,not_reported,not_reported
3469,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,17.9320470359251,265052.28125,perera_suzuki_miyaura_2018,3469,PERERA_SM_3469,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.9320470359251,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,265052.28125,not_reported,not_reported
3470,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,17.8158752599758,508657.40625,perera_suzuki_miyaura_2018,3470,PERERA_SM_3470,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.8158752599758,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,508657.40625,not_reported,not_reported
3471,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeCN,19.4600541890312,760428.4375,perera_suzuki_miyaura_2018,3471,PERERA_SM_3471,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.4600541890312,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,760428.4375,not_reported,not_reported
3472,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,20.6713011262588,2248957.5,perera_suzuki_miyaura_2018,3472,PERERA_SM_3472,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.6713011262588,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2248957.5,not_reported,not_reported
3473,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,19.6401573018221,2341784.5,perera_suzuki_miyaura_2018,3473,PERERA_SM_3473,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.6401573018221,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2341784.5,not_reported,not_reported
3474,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,29.5345148422211,404635.9375,perera_suzuki_miyaura_2018,3474,PERERA_SM_3474,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,29.5345148422211,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,404635.9375,not_reported,not_reported
3475,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,19.4152903559553,1286234.875,perera_suzuki_miyaura_2018,3475,PERERA_SM_3475,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.4152903559553,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1286234.875,not_reported,not_reported
3476,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,19.1489948203758,1185890.625,perera_suzuki_miyaura_2018,3476,PERERA_SM_3476,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.1489948203758,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1185890.625,not_reported,not_reported
3477,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,25.2669140448225,1537023.625,perera_suzuki_miyaura_2018,3477,PERERA_SM_3477,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,25.2669140448225,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1537023.625,not_reported,not_reported
3478,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,20.139128134188,966408.8125,perera_suzuki_miyaura_2018,3478,PERERA_SM_3478,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.139128134188,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,966408.8125,not_reported,not_reported
3479,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,20.6834625640573,1089938.5,perera_suzuki_miyaura_2018,3479,PERERA_SM_3479,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.6834625640573,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1089938.5,not_reported,not_reported
3480,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,19.9558628924438,273445.15625,perera_suzuki_miyaura_2018,3480,PERERA_SM_3480,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,NaOH,NaOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.9558628924438,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,273445.15625,not_reported,not_reported
3481,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,19.6957307857286,1839314.75,perera_suzuki_miyaura_2018,3481,PERERA_SM_3481,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.6957307857286,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1839314.75,not_reported,not_reported
3482,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,18.8558171526689,1384211.125,perera_suzuki_miyaura_2018,3482,PERERA_SM_3482,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.8558171526689,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1384211.125,not_reported,not_reported
3483,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,16.1174354557888,1719727.5,perera_suzuki_miyaura_2018,3483,PERERA_SM_3483,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.1174354557888,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1719727.5,not_reported,not_reported
3484,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,16.6350881112689,2459540.25,perera_suzuki_miyaura_2018,3484,PERERA_SM_3484,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.6350881112689,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2459540.25,not_reported,not_reported
3485,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,16.0654647028531,2384924.75,perera_suzuki_miyaura_2018,3485,PERERA_SM_3485,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.0654647028531,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2384924.75,not_reported,not_reported
3486,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,17.9719265622092,1771330,perera_suzuki_miyaura_2018,3486,PERERA_SM_3486,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.9719265622092,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1771330.0,not_reported,not_reported
3487,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,17.6066747426996,2355112.5,perera_suzuki_miyaura_2018,3487,PERERA_SM_3487,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.6066747426996,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2355112.5,not_reported,not_reported
3488,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,17.3086383948149,2647299.5,perera_suzuki_miyaura_2018,3488,PERERA_SM_3488,PERERA_SM_1d_2c,main_matrix,False,SPhos,SPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.3086383948149,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2647299.5,not_reported,not_reported
3489,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,18.4246936533001,2234885,perera_suzuki_miyaura_2018,3489,PERERA_SM_3489,PERERA_SM_1d_2c,main_matrix,False,dtbpf,dtbpf,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.4246936533001,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2234885.0,not_reported,not_reported
3490,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,16.9247001261907,1826626.75,perera_suzuki_miyaura_2018,3490,PERERA_SM_3490,PERERA_SM_1d_2c,main_matrix,False,XPhos,XPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.9247001261907,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1826626.75,not_reported,not_reported
3491,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,23.2558821726605,1944497.125,perera_suzuki_miyaura_2018,3491,PERERA_SM_3491,PERERA_SM_1d_2c,main_matrix,False,dppf,dppf,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,23.2558821726605,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1944497.125,not_reported,not_reported
3492,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,19.2221953681851,2516849.25,perera_suzuki_miyaura_2018,3492,PERERA_SM_3492,PERERA_SM_1d_2c,main_matrix,False,Xantphos,Xantphos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.2221953681851,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2516849.25,not_reported,not_reported
3493,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,19.8008071912585,397564.71875,perera_suzuki_miyaura_2018,3493,PERERA_SM_3493,PERERA_SM_1d_2c,main_matrix,False,None,NULL_COMPONENT,True,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,19.8008071912585,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,397564.71875,not_reported,not_reported
3494,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,16.7247505821641,1157810.125,perera_suzuki_miyaura_2018,3494,PERERA_SM_3494,PERERA_SM_1d_2c,main_matrix,False,P(tBu)3,P(tBu)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.7247505821641,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1157810.125,not_reported,not_reported
3495,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,18.9124870841653,2663834,perera_suzuki_miyaura_2018,3495,PERERA_SM_3495,PERERA_SM_1d_2c,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.9124870841653,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2663834.0,not_reported,not_reported
3496,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,16.3535285776771,2470202.5,perera_suzuki_miyaura_2018,3496,PERERA_SM_3496,PERERA_SM_1d_2c,main_matrix,False,AmPhos,AmPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,16.3535285776771,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2470202.5,not_reported,not_reported
3497,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,15.8968116377885,1311104,perera_suzuki_miyaura_2018,3497,PERERA_SM_3497,PERERA_SM_1d_2c,main_matrix,False,P(Cy)3,P(Cy)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.8968116377885,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1311104.0,not_reported,not_reported
3498,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,36.6791443198554,252488.5,perera_suzuki_miyaura_2018,3498,PERERA_SM_3498,PERERA_SM_1d_2c,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,36.6791443198554,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,252488.5,not_reported,not_reported
3499,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,24.0671062224911,259.487701416016,perera_suzuki_miyaura_2018,3499,PERERA_SM_3499,PERERA_SM_1d_2c,main_matrix,False,CataCXium A,CataCXium A,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,24.0671062224911,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,259.487701416016,not_reported,not_reported
